title,tag,info,comments,content
沉默的大多数,豆瓣图书标签: 随笔,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(99114人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
浮生六记,豆瓣图书标签: 随笔,（清）沈复 / 人民文学出版社 / 1999-1 / 5.70元,(44129人评价),这是一部自传体文学的作品，原书六卷，已逸其二，现仅存四卷（有所谓“足本”者，后二记系伪作。书中记叙了作者夫妇间平凡的家居生活，坎坷际遇，和各地浪游闻见。文辞...
目送,豆瓣图书标签: 随笔,龙应台 / 生活·读书·新知三联书店 / 2009-10 / 39.00元,(183823人评价),目送共由七十四篇散文组成，是为一本极具亲情、感人至深的文集。由父亲的逝世、母亲的苍老、儿子的离开、朋友的牵挂、兄弟的携手共行，写出失败和脆弱、失落和放手，写...
我与地坛,豆瓣图书标签: 随笔,史铁生 / 春风文艺出版社 / 2002-5 / 25.00元,(58015人评价),收有“午餐半小时”、“我的遥远的清平湾”、“命若琴弦”、“第一人称”、“两个故事”等15篇史铁生的代表作。
送你一颗子弹,豆瓣图书标签: 随笔,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,(126289人评价),这本书里记录的是作者2005—2009年左右(尤其是2006—2007年)生活里的点点滴滴。在这本书里，被“审视”的东西杂七杂八，有街上的疯老头，有同宿舍的...
北野武的小酒馆,豆瓣图书标签: 随笔,[日] 北野武 / 姜向明 / 雅众文化/新星出版社 / 2017-12 / 45.00,(21460人评价),"小巷深处的小酒馆内，最好的“下酒菜”非毒舌北野武的奇谈妙论莫属！
时而是令人捧腹不已的灵机妙谈，时而是令人瞠目结舌的率性直言，时而是令人抚掌长叹的严肃正论…..."
朝花夕拾,豆瓣图书标签: 随笔,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(83887人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
皮囊,豆瓣图书标签: 随笔,蔡崇达 / 天津人民出版社 / 2014-12-1 / 39.80元,(85005人评价),"一部有着小说阅读质感的散文集，也是一本“认心又认人”的书。
作者蔡崇达，本着对故乡亲人的情感，用一种客观、细致、冷静的方式，讲述了一系列刻在骨肉间故事。一个..."
从你的全世界路过,豆瓣图书标签: 随笔,张嘉佳 / 湖南文艺出版社 / 2013-11-1 / 36.00元,(106245人评价),"《从你的全世界路过》是微博上最会写故事的人张嘉佳献给你的心动故事。
最初以“睡前故事”系列的名义在网上疯狂流传，几天内达到1,500,000 次转发，超4亿..."
当我谈跑步时我谈些什么,豆瓣图书标签: 随笔,[日] 村上春树 / 施小炜 / 南海出版公司 / 2009-1 / 25.00,(77992人评价),"他以文字名满全球。
他的“蓝调”令万千人神迷忧伤。
文字是他的符号，“跑者蓝调”何尝不是？
不再是浮华迷茫，不再是旖旎感伤，不再羚羊挂角无迹可寻——写了几十..."
梦里花落知多少,豆瓣图书标签: 随笔,三毛 / 北京十月文艺出版社 / 2007-6 / 28.00元,(75452人评价),"《梦里花落知多少》记录了荷西过世后三毛的生活，共23篇。内容均为台湾皇冠出版社81年至88年的初版。
荷西的死对三毛又是一场劫难，因此由《背影》到这本书，在..."
孩子你慢慢来,豆瓣图书标签: 随笔,龙应台 / 生活·读书·新知三联书店 / 2009-12-1 / 28.00元,(61648人评价),作为华人世界最有影响的一支笔，龙应台的文章有万丈豪气，然而《孩子你慢慢来》却令人惊叹，她的文字也可以有款款深情。这本书里的龙应台是一个母亲，作为母亲的龙应台...
书店日记,豆瓣图书标签: 随笔,[英] 肖恩·白塞尔 / 顾真 / 广西师范大学出版社 / 2019-9 / 79.00元,(3906人评价),"“书店老板多半缺乏耐心、偏执、厌恶交际。”
“上门来的许多人不管跑到哪里都是讨人厌的那一类，只不过书店给了他们特别的机会表现。”
“我们有书，你有钱。交换吧..."
亲爱的安德烈,豆瓣图书标签: 随笔,龙应台、[德] 安德烈 / 人民文学出版社 / 2008-12 / 26.00,(101739人评价),安德烈十四岁的时候，龙应台离开欧洲，返回台湾，就任台北市首任文化局长。等她卸任回到儿子身边，安德烈已是一个一百八十四公分高的十八岁的小伙子，坐在桌子另一边，...
江城,豆瓣图书标签: 随笔,[美] 彼得·海斯勒 / 李雪顺 / 上海译文出版社 / 2012-1 / 36.00元,(36913人评价),"1996年8月底一个温热而清朗的夜晚，我从重庆出发，乘慢船，顺江而下来到涪陵。
涪陵没有铁路，历来是四川省的贫困地区，公路非常糟糕。去哪里你都得坐船，但多半..."
人间草木,豆瓣图书标签: 随笔,汪曾祺 / 江苏文艺出版社 / 2005-01 / 20.00元,(15090人评价),"《人间草木》(汪曾祺著)是汪曾祺优秀的散文集。当代文坛上,能同时在小说和散文两块田地里经营,且自成一家的并不多,汪曾祺先生算是其中的一个。汪曾祺先生是公认的..."
﻿白夜行,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2013-1-1 / 39.50元,(264474人评价),"东野圭吾万千书迷心中的无冕之王
周刊文春推理小说年度BEST10第1名
本格推理小说年度BEST10第2名
《白夜行》是东野圭吾迄今口碑最好的长篇杰作，具备..."
解忧杂货店,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(637422人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
嫌疑人X的献身,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(407205人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
人间失格,豆瓣图书标签: 日本文学,太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009-9 / 16.00元,(187434人评价),"第一次，我喝酒喝得如此失态。
悠悠醒来时，枕头边坐着常子。我躺在那位于本所工匠店二楼的房间里。
“财尽情亦绝，你说这句话时我还以为是开玩笑，你是认真的？难怪..."
挪威的森林,豆瓣图书标签: 日本文学,[日] 村上春树 / 林少华 / 上海译文出版社 / 2007-7 / 23.00元,(99051人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
窗边的小豆豆,豆瓣图书标签: 日本文学,[日] 黑柳彻子 著、岩崎千弘 图 / 赵玉皎 / 南海出版公司 / 2003-1 / 20.00元,(156934人评价),《窗边的小豆豆》讲述了作者上小学时的一段真实的故事。作者因淘气被原学校退学后，来到巴学园。在小林校长的爱护和引导下，让一般人眼里“怪怪”的小豆豆逐渐成了一个...
白夜行,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(458134人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
